decision logAST debtRatio debtRatio2 ProfibilityRatio VentureDummy underwriterRating logRevenue DebtPaymentDummy logMarket NASDAQ30dayReturn logNumIPOS
1 4.521245 0.3273518 -0.03045133 0.01848831 0 8.75 3.449988 1 17.32855 -0.0042 3.091042
1 4.804021 0.0008196721 0.08032787 0.1286885 0 8.75 5.689345 1 17.55318 -0.0094 3.091042
1 4.929425 0.1156905 0.04627621 0.0845987 0 8.75 5.436339 0 17.44782 -0.0047 3.091042
1 4.342506 0.4369311 0.02990897 0.07672302 0 7.63 4.119037 1 16.4182 -0.0082 3.091042
1 2.975530 0.4183673 0.01020408 0.02040816 0 0 2.261763 1 15.60727 -0.0256 3.091042
1 3.850148 0.01489362 0.05531915 0.08297872 0 6.25 4.109233 1 16.83105 0.003 2.833213
1 2.251292 0.1052632 0.02105263 0.03157895 0 2 1.410987 0 15.31959 -0.0139 2.833213
1 6.067036 0.3623088 0.06444135 0.1019935 0 9 6.48326 0 17.86903 -0.0035 2.833213
1 2.287471 0.4873096 0.07106599 0.1218274 0 0 2.442347 1 15.02447 0.0048 2.833213
1 3.337903 0.2272727 0.09232955 0.1526989 0 5.17 4.27944 1 15.63359 -0.0038 2.833213
1 4.354141 0.08097686 0.05141388 0.1079692 0 5 3.569533 0 16.88820 0.0347 2.833213
1 5.155601 0.2647059 0.006343714 0.04786621 0 9 4.027136 1 17.26550 0.0553 2.833213
1 1.783391 0.03361345 -0.08403361 -0.08403361 0 0 -2.302585 0 15.47374 0.0324 2.833213
1 5.730749 0.3857884 0.04088254 0.0743024 0 8.88 5.286245 0 17.90986 0.0147 2.833213
1 4.021774 0.05197133 0.03405018 0.06451613 0 4 4.577799 1 16.48274 0.0464 2.833213
1 3.321432 0.06137184 -0.1444043 -0.1516245 0 8.83 1.722767 0 16.83105 0.0359 2.833213
1 3.511545 0.02686567 0.03880597 0.07462687 0 5.63 4.374498 1 16.11810 0.0488 2.079442
1 5.409859 0.4150268 0.02728086 0.1073345 0 8.75 5.131081 1 17.21671 0.0357 2.079442
1 3.280911 0.3157895 0.007518797 0.04135338 0 3.33 2.867899 0 15.42495 0.0388 2.079442
1 2.949688 0.09424084 -0.09424084 -0.1151832 0 0 0.5306283 0 16.30042 0.0401 2.079442
1 5.409859 0.1923077 0.03801431 0.08273703 0 7 5.659831 1 18.00517 0.0196 3.258097
1 3.042139 0.0477327 -0.01431981 -0.01431981 0 5 1.504077 0 16.26220 0.0134 3.258097
1 3.610918 0.05135135 0.05135135 0.1 0 8.5 3.678829 0 16.91560 0.0201 3.258097
1 4.513055 0.02741228 0.0625 0.1206140 0 9 4.342506 1 17.37086 0.0131 3.258097
1 4.922896 0.01455604 0.04657933 0.05749636 0 0 3.923952 0 18.51599 0.0144 3.258097
1 2.541602 0.3070866 -0.007874016 -0.007874016 0 0 2.091864 0 15.40475 4e-04 3.258097
1 3.734689 0.04537313 0.04298507 0.06925373 0 7.38 3.575151 1 16.56758 0.0201 3.258097
1 3.849768 0.008513872 0.04044089 0.1128088 0 8.88 4.172848 1 16.77469 -0.0176 2.70805
1 4.932313 0.3626532 0.06272531 0.1420332 0 8.88 4.449685 1 17.77632 -0.0137 3.433987
1 3.317816 0.1775362 0.05434783 0.1014493 0 0 4.864453 0 15.76142 -0.0023 3.178054
1 3.39744 0.1237976 0.09368465 0.09703053 0 8.75 2.681022 0 16.82057 -0.0061 3.178054
1 2.694627 0.06756757 0.07432432 0.1486486 0 0 2.753661 1 15.09644 -0.0239 3.135494
1 4.641502 0.01350048 0.03664417 0.05785921 0 8.75 2.660260 0 17.46357 -0.0038 3.135494
1 3.811097 0.4115044 0.03097345 0.09955752 0 5.63 4.172848 0 16.56278 0.0194 3.433987
1 4.225373 0.08040936 -0.007309942 0.04678363 0 9 3.945458 1 17.34774 0.0072 3.433987
1 5.108971 0.3746224 0.01873112 0.08459214 0 8.83 5.062595 1 17.37086 -0.04260201 3.178054
1 4.024012 0.005364327 0.1466249 0.2592758 0 8.75 4.347694 0 17.4298 -0.0268 3.178054
1 4.729156 0.008833922 0.01501767 0.02561837 0 3.33 5.826885 0 16.11810 0.0298 3.044522
1 2.485948 0.03329865 0.04162331 0.08324662 0 4.5 2.687847 0 15.48557 0.0963 3.044522
1 2.99072 0.3216080 0.005025126 0.07035176 0 0 2.778819 1 15.52026 0.103 3.496508
1 4.642466 0.1165703 0.01541426 0.03949904 0 6.75 4.050044 1 17.62217 -0.0138 3.367296
1 2.689037 0.7134364 -0.02717853 -0.02717853 0 0 -1.609438 1 15.07326 -0.009695197 3.367296
1 3.269569 0.04182510 0.08365019 0.1292776 0 6 3.363842 0 16.55635 0.0173 4.248495
1 5.466371 0.3550296 0.03550296 0.09087067 0 9 4.902307 1 18.20501 0.0116 4.248495
1 2.227996 0.2047138 -0.1185185 -0.08619529 0 0 1.098612 0 15.63703 7e-04 3.637586
1 3.443618 0.2971246 0.05750799 0.1150160 0 6 3.182212 0 16.52356 0.0373 3.637586
1 1.960095 0.02816901 0.08450704 0.2253521 0 0 2.687847 0 15.09644 0.0235 2.484907
1 4.11578 0.2544861 0.04241436 0.09298532 0 8.75 3.446808 1 17.31202 -0.0074 3.091042
1 3.194583 0.004098361 0.04098361 0.07377049 0 0 3.190476 1 16.48274 -0.0072 2.833213
1 4.470495 0.0583524 0.0617849 0.104119 0 0 4.675629 1 17.55318 0.0147 2.833213
1 4.139955 0.08598726 0.03503185 0.0589172 0 8.75 4.007333 1 17.20666 0.0495 2.833213
1 4.082609 0.003372681 0.1011804 0.1652614 1 8.88 3.627004 0 17.51928 -0.0645 2.397895
1 3.773335 0.00919012 0.05514072 0.0987938 1 9 3.332205 0 17.10484 -0.0132 2.397895
1 4.606669 0.1667499 0.04892661 0.1347978 1 8.63 4.956531 1 17.09077 -0.057 2.397895
1 4.733563 0.001759015 -0.05364996 -0.06948109 1 8.88 4.38577 1 17.29367 0.014 1.791759
1 3.54746 0.01151908 0.02879770 0.04607631 1 8.88 3.198673 0 16.5834 0.0442 1.791759
1 4.041295 0.2073814 0.07205624 0.08963093 1 8.75 3.88773 1 16.81124 0.0442 1.791759
1 4.212128 0.05185185 0.008888889 0.03407407 1 8.75 4.075841 1 17.28748 0.0104 1.791759
1 3.85651 0.03171247 0.0359408 0.07399577 1 8.88 3.577948 0 16.99356 -0.004 2.70805
1 3.449988 0.006349206 0.05396825 0.08888889 1 8.75 3.696351 0 16.53681 -0.004 2.70805
1 3.819414 0.04168724 0.05704569 0.07459821 1 5.5 3.673766 0 16.82994 5e-04 2.70805
1 4.048301 0.05061082 0.06806283 0.1099476 1 8.75 3.161247 0 17.28125 0.0804 2.564949
1 4.566429 0.06029106 0.1257796 0.2619543 1 8.75 4.635699 1 16.83105 0.0474 2.564949
1 4.441474 0.03651355 0.07184923 0.1107185 1 8.88 3.910021 0 16.67771 0.0862 2.564949
1 3.360375 0.05902778 0.02430556 0.04513889 1 8.88 2.714695 0 16.70588 0.0247 2.833213
1 3.250374 0.01550388 0.0503876 0.07751938 1 8.88 2.879198 0 16.56278 0.0114 2.833213
1 4.312141 0.1501340 0.01608579 0.0536193 1 7.5 3.511545 0 17.26550 0.0114 2.833213
1 4.333361 0.09186352 0.00656168 0.05643045 1 8.88 4.100989 1 16.91109 -0.0203 3.135494
1 3.916015 0.2270916 0.03386454 0.07968127 1 8.75 3.532226 1 16.64872 -0.0081 3.135494
1 3.83298 0.1147186 0.03246753 0.05844156 1 8.88 2.564949 0 16.81124 -0.0552 3.135494
1 3.347269 0.00703606 0.00703606 0.01407212 1 8.88 2.468100 0 16.85646 0.0214 3.135494
1 3.564591 0.04812456 0.0651097 0.1019108 1 8.75 2.653242 0 16.91222 -0.0126 3.135494
1 3.375538 0.003419973 0.1060192 0.1778386 1 9 3.374169 0 16.68568 -0.0525 3.135494
1 5.855072 0.5902579 0.01862464 0.1091691 1 8.88 6.467699 0 17.58597 -0.0216 3.135494
1 3.725693 0.004819277 0.0313253 0.06746988 1 8.75 3.010621 0 16.83105 -0.0722 3.135494
1 3.845883 0.1068376 0.004273504 0.02350427 1 8.75 3.561046 0 17.11135 -0.0081 3.135494
1 5.166499 0.1677125 0.03650884 0.08727895 1 8.63 3.925926 1 18.04962 -0.0092 3.135494
1 5.023881 0.4046053 0.02368421 0.1157895 1 7.38 4.866765 1 16.88820 -0.117 2.564949
1 3.909018 0.07021063 0.07221665 0.1303912 1 8.75 4.131961 0 17.39206 -0.0943 2.564949
1 4.379524 0.05388471 0.07518797 0.1190476 1 8.88 3.577948 0 17.39903 -0.0783 2.564949
1 5.711585 0.1786010 0.03307425 0.07177113 1 8.5 5.976605 1 17.33449 -0.0805 2.397895
1 4.442651 0.05882353 0.0682353 0.1047059 1 9 3.621671 1 17.70733 -0.0533 2.397895
1 1.774952 0.01694915 -0.3898305 -0.4067797 1 0 -1.203973 0 15.09644 0.0785 2.079442
1 4.293195 0.07923497 0.01775956 0.07923497 1 9 3.854394 1 17.52174 0.0165 2.079442
1 3.458598 0.009442157 0.1196007 0.1856958 1 8.75 3.370738 0 16.70435 0.0276 0.6931472
1 3.64545 0.02872063 -0.1122715 -0.1148825 1 8.75 1.360977 0 17.21671 0.064 1.098612
1 4.518522 0.2290076 0.03598691 0.09814613 1 8.88 4.856707 1 16.70588 0.03791231 0.6931472
1 5.89784 0.1367193 0.04722032 0.1111874 1 8.88 5.808743 1 18.1469 0.042 2.302585
1 5.033049 0.1544980 0.0273794 0.0619296 1 8.88 4.342506 0 17.76675 0.0184 2.302585
1 2.003168 0.02698145 -0.2023609 -0.2023609 1 0 -1.203973 0 15.64207 0.0436 2.302585
1 1.609438 0.06 -0.32 -0.36 1 0 -2.302585 0 15.09644 0.0819 2.302585
1 4.144721 0.02377179 0.02535658 0.03169572 1 8.88 4.569543 0 17.12970 0.0375 2.302585
1 4.481872 0.03167421 0.08710407 0.09276018 1 8.75 4.255613 0 17.31202 0.0134 3.091042
1 3.559625 0.1166430 0.0455192 0.07112376 1 8.75 3.475067 0 16.65166 0.0368 3.091042
1 3.613617 0.01886792 0.09433962 0.1563342 1 8.75 3.360375 0 16.96825 0.001 3.091042
1 4.933034 0.1613833 0.0259366 0.09365994 1 8.75 5.336095 1 17.83189 0.0047 3.091042
1 3.541684 0.002896452 -0.09268646 -0.08979 1 8.88 1.840550 0 16.95642 0.0368 3.091042
1 4.034241 0.4761062 0.04955752 0.0920354 1 8.88 4.11741 0 16.77042 4e-04 3.091042
1 3.569533 0.005633803 0.09295775 0.1323944 1 9 3.427515 0 16.90655 0.0263 3.091042
1 1.504077 0.04444444 0.1111111 0.1111111 1 5.17 1.064711 0 14.91412 -0.01519937 3.091042
1 3.487375 0.02140673 -0.1131498 -0.1192661 1 8.75 2.493205 0 16.99356 0.0049 3.091042
1 4.069881 0.04782237 -0.2766866 -0.2988898 1 7 2.014903 0 17.37798 0.0054 3.091042
1 5.332719 0.4618357 0.00821256 0.06908213 1 8.75 5.052417 1 17.40733 0.0042 3.091042
1 4.162003 0.003115265 0.05919003 0.1152648 1 8.75 4.345103 0 17.24950 -0.001 3.091042
1 4.856318 0.05989887 0.0528977 0.06845585 1 9 5.198497 0 17.93047 -0.001 3.091042
1 3.963666 0.001899335 0.1899335 0.317189 1 8.75 3.696351 0 17.26391 0.0049 3.091042
1 3.637586 0.01842105 0.07894737 0.1210526 1 8.75 2.803360 0 17.11135 -0.0194 3.091042
1 3.214868 0.01606426 -0.2369478 -0.2369478 1 8.75 -0.1053605 0 16.81124 0.0053 3.433987
1 4.96964 0.5521792 0.00833478 0.0951554 1 8.75 3.923952 1 17.35284 0.003 3.433987
1 4.529908 0.04420485 0.04851752 0.09595687 1 8.75 4.036009 1 17.90065 -0.005 3.433987
1 3.636533 0.005268706 0.05268706 0.1027398 1 8.75 3.449988 0 16.78900 0.0136 3.433987
1 3.496508 0.05151515 -0.1878788 -0.1878788 1 8.75 -0.6931472 0 16.99356 0.007 3.433987
1 3.824612 0.01527884 0.04583652 0.1004038 1 7.88 4.656813 1 16.72323 0.0154 3.433987
1 3.317816 0.003623188 -0.1521739 -0.1449275 1 9 5.153869 0 16.99356 0.0053 3.433987
1 3.897924 0.006085193 -0.09736308 -0.1217039 1 8.75 1.808289 0 17.37086 0.0028 3.433987
1 3.893859 0.00203666 -0.07739308 -0.0916497 1 7.5 3.222868 0 17.20328 -0.005 3.433987
1 2.076312 0.01253918 -0.3009404 -0.3134796 1 0 0.7419373 0 15.43984 -0.0034 3.433987
1 4.005513 0.001821494 0.1220401 0.1839709 1 8.75 4.666265 0 16.99356 -0.005 3.433987
1 3.517498 0.005934718 -0.1543027 -0.1691395 1 7.75 1.131402 0 16.95100 -0.0023 3.178054
1 3.85651 0.04862579 0.03805497 0.1099366 1 7.38 3.404525 1 16.90655 -2e-04 3.178054
1 4.629985 0.01853433 0.007803926 0.06145592 1 9 5.358 1 17.01061 -0.0023 3.178054
1 3.43095 0.003235618 0.04206303 0.03882741 1 9 3.086487 0 16.82643 0.0146 3.178054
1 4.796617 0.09991742 0.06110652 0.1040462 1 8.5 5.781669 1 17.01418 0.0257 3.178054
1 4.249209 0.2698073 0.07137759 0.1584582 1 7.5 4.155753 0 17.02434 0.0225 3.178054
1 3.983413 0.02234637 0.08007449 0.1191806 1 8.75 3.903991 0 16.86003 0.0146 3.178054
1 3.921973 0.07920792 -0.1148515 -0.1247525 1 8.88 0.4700036 0 17.39903 0.0202 3.178054
1 3.64545 0.09138381 -0.2010444 -0.1958225 1 8.88 0.4054651 0 17.34187 0.0225 3.178054
1 3.960813 0.01714286 0.03809524 0.05714286 1 7.75 3.956996 1 16.90655 0.0314 2.484907
1 4.100989 0.4437086 -0.07450331 -0.001655629 1 8.88 3.462606 1 16.70588 0.0256 2.484907
1 4.227199 0.1736592 -0.122583 -0.1211237 1 7.5 2.839078 0 17.13423 0.0279 2.484907
1 4.784153 0.0986622 -0.03093646 0.04431438 1 9 4.881286 0 17.46617 0.01082074 2.484907
1 3.478158 0.02469136 -0.1944444 -0.2067901 1 8.75 1.589235 0 16.95534 -0.0252 3.135494
1 4.409155 0.01216545 0.07907543 0.1265207 1 8.88 3.713572 0 17.95068 -0.0043 3.135494
1 3.624341 0.04533333 0.064 0.08266667 1 8.75 3.535145 0 16.75467 -0.0035 3.135494
1 3.487375 0.02140673 0.09785933 0.1651376 1 8.88 3.484312 1 16.5881 -0.0029 3.135494
1 3.994524 0.053407 0.05524862 0.1031308 1 8.5 3.964615 1 16.99356 -0.008 3.135494
1 4.314818 0.04679144 0.0895722 0.157754 1 9 4.291828 0 17.58135 -0.0252 3.135494
1 3.848018 0.004264392 0.01492537 0.01492537 1 8.88 1.757858 0 17.29675 0.005 3.433987
1 3.854394 0.3241525 0.1144068 0.2351695 1 7.88 3.655840 1 17.21671 0.0086 3.433987
1 4.183576 0.1737805 -0.007621951 0.009146342 1 8.75 3.720862 1 17.29675 0.0097 3.433987
1 3.306887 0.1098901 0.02197802 0.05860806 1 8.83 2.939162 0 16.48274 -0.0081 3.433987
1 5.792556 0.3513802 0.05459814 0.05642824 1 9 5.78567 0 17.97048 -0.0294 3.178054
1 3.703768 0.05665025 -0.1773399 -0.1305419 1 7.38 1.098612 0 16.81124 0.0229 3.178054
1 3.877432 0.07867495 0.0310559 0.05175983 1 8.88 3.543854 0 17.07361 -0.0448 3.178054
1 3.885679 0.01232033 -0.06160164 -0.06365503 1 9 1.667707 0 17.37086 -0.0177 3.178054
1 3.306887 0.1648352 0.01831502 0.05860806 1 8.88 2.734368 0 16.55635 0.0229 3.178054
1 4.248495 0.005714286 -0.1057143 -0.09571429 1 7.5 4.162003 1 17.63322 -0.022 3.178054
1 4.157319 0.3098592 -0.04538341 -0.02347418 1 8.75 3.165475 0 17.11873 -0.0177 3.178054
1 3.758872 0.02097902 -0.1701632 -0.1724942 1 8.75 0.4054651 0 17.12970 -0.0219 3.044522
1 6.028038 0.1614847 0.04049168 0.1123162 1 8.88 5.9733 0 18.60300 0.0079 3.044522
1 3.731699 0.002395210 0.03832335 0.08383234 1 8.75 4.527209 1 16.60360 0.0963 3.044522
1 4.910447 0.1635962 -0.1039057 -0.08032425 1 8.75 4.215086 1 17.82284 0.068 3.496508
1 5.4773 0.2236622 -0.03135451 0.04180602 1 8.88 6.206374 0 17.71343 0.0819 3.496508
1 4.027136 0.06238859 0.114082 0.1925134 1 8.88 4.00369 0 17.12240 0.0673 3.496508
1 3.091042 0.00909091 -0.1727273 -0.1727273 1 7.75 -0.5108256 0 16.81124 0.0995 3.496508
1 2.580217 0.0530303 -0.1515152 -0.1363636 1 0 1.960095 0 15.76142 0.018 3.496508
1 3.346389 0.05633803 -0.2676056 -0.2676056 1 7.88 1.547563 0 16.92903 0.0876 3.496508
1 4.034241 0.1522124 0.03008850 0.08141593 1 8.75 3.404525 1 16.85046 0.0428 3.496508
1 3.903991 0.03427419 0.04233871 0.06451613 1 9 3.730501 0 16.73328 0.0428 3.496508
1 4.26268 0.01126761 -0.05352113 -0.06619718 1 8.75 0.8329091 0 17.47907 0.0673 3.496508
1 4.512232 0.02633745 0.07133059 0.1119342 1 7.88 4.994506 0 16.66766 0.0048 3.496508
1 4.91852 0.05409357 0.02046784 0.06871345 1 8.5 4.484132 0 17.77632 0.0819 3.496508
1 4.438525 0.08978145 0.08741878 0.1512109 1 8.75 4.317488 1 17.40595 0.0819 3.496508
1 3.543854 0.00867052 -0.1849711 -0.1994220 1 8.83 1.902108 0 16.99356 0.0955 3.496508
1 3.701302 0.02222222 -0.1604938 -0.1604938 1 7.5 -1.609438 0 17.31202 0.0934 3.496508
1 3.758872 0.02097902 -0.1002331 -0.0979021 1 8.75 0.2623643 0 17.31202 0.0819 3.496508
1 3.943522 0.009689922 -0.1414729 -0.1472868 1 8.75 1.974081 0 17.37371 0.0995 3.496508
1 3.360375 0.05555556 -0.3402778 -0.3263889 1 6.38 0.4054651 0 16.99356 -0.0127 3.367296
1 3.951244 0.007692308 0.01346154 0.025 1 8.88 3.653252 0 17.21671 -0.0138 3.367296
1 3.517498 0.008902077 -0.1394659 -0.1364985 1 8.88 -2.302585 0 17.14772 -0.0192 3.367296
1 3.484312 0.006134969 -0.08282209 -0.09509202 1 7.75 1.526056 0 16.99356 -0.0235 3.367296
1 3.430659 0.01941936 0.080914 0.1391721 1 7.88 3.634951 0 16.30017 -0.0159 3.367296
1 4.432007 0.06420927 0.04399524 0.078478 1 9 3.839452 0 17.37086 -0.0149 3.367296
1 3.490429 0.006097561 -0.1128049 -0.1097561 1 9 0.6931472 0 16.99356 -0.011 3.367296
1 3.467297 0.1029641 0.02808112 0.04056162 1 9 3.701302 0 16.71418 -0.0157 3.367296
1 3.688879 0.015 0.0375 0.0575 1 9 3.135494 0 17.12970 -0.0149 3.367296
1 4.550714 0.1890180 0.03590285 0.0781415 1 7.38 3.877432 1 16.90655 -0.0151 3.688879
1 3.540959 0.002898551 0.05507246 0.08405797 1 8.88 3.152736 0 16.81124 -0.0061 3.688879
1 2.757554 0.06344674 0.06344674 1.148386 1 5.17 2.272126 0 15.60079 -0.0258 3.688879
1 4.154185 0.07692308 0.03610675 0.1051805 1 7.88 4.00369 1 17.21671 -0.019 3.688879
1 3.840527 0.01503759 -0.1374866 -0.1353383 1 8.75 -0.3566749 0 17.19139 -0.0258 3.688879
1 4.389499 0.4069479 0.01116625 0.06575682 1 7.75 5.149237 0 17.21671 -0.0143 3.688879
1 3.453157 0.03164557 -0.06962025 -0.07911392 1 7 1.808289 0 16.92903 -0.019 3.688879
1 3.591818 0.07162534 0.08264463 0.1294766 1 6.25 4.237001 0 16.67771 -0.0151 3.688879
1 4.407938 0.1595615 0.02679659 0.06090134 1 0 4.530447 1 17.08887 -0.0094 3.688879
1 3.508556 0.002994012 -0.07185629 -0.0748503 1 8.75 2.397895 0 16.90655 -0.019 3.688879
1 4.005513 0.01821494 0.03278689 0.07103825 1 8.75 4.065602 0 17.12970 0.017 4.248495
1 3.653252 0.01554404 -0.07253886 -0.08031088 1 8.75 1.960095 0 17.14772 0.0116 4.248495
1 4.462454 0.07843137 0.08189158 0.177624 1 8.75 4.471639 1 17.62217 -0.016 4.248495
1 3.356897 0.1184669 -0.1742160 -0.1811847 1 8.83 -0.9162907 0 16.90655 0.0131 4.248495
1 4.656813 0.2003799 0.01329535 0.0617284 1 7.5 4.758749 1 17.31202 0.017 4.248495
1 3.751854 0.2582160 -0.02347418 0.0399061 1 8.75 1.648659 0 17.03439 0.0113 4.248495
1 2.561096 0.06177606 0.007722008 0.02316602 1 4.5 1.960095 0 15.98456 0.0083 4.248495
1 4.329417 0.0171278 0.05797101 0.06060606 1 8.88 3.214868 0 17.7629 0.0131 4.248495
1 3.453157 0.01265823 -0.03164557 -0.03164557 1 8.75 2.809403 0 16.92903 0.0083 4.248495
1 4.198705 0.02702703 0.05855856 0.1006006 1 8.75 4.497585 0 17.12970 0.0261 4.248495
1 4.312141 0.01340483 0.03619303 0.0536193 1 7.5 4.055257 0 17.16541 0.0261 4.248495
1 3.303217 0.01102941 -0.09558823 -0.0992647 1 7.88 0.9162907 0 16.97251 0.0114 4.248495
1 3.342862 0.01766784 0.07067138 0.1236749 1 9 2.631889 0 16.80119 0.0083 4.248495
1 4.207673 0.07291667 0.05357143 0.0952381 1 8.75 3.54674 0 17.39903 0.009 4.248495
1 4.924351 0.3132267 0.02979651 0.09156977 1 7.88 5.156178 0 17.50439 0.0025 3.737670
1 3.342862 0.01413428 -0.1236749 -0.1166078 1 6.67 -1.609438 0 17.07361 0.009 3.737670
1 4.166665 0.1069767 0.1333333 0.1612403 1 8.75 3.575151 0 17.16541 0.0043 3.737670
1 3.670206 0.002547122 0.02801834 0.04330107 1 8.75 2.960105 0 17.19173 -0.0061 3.737670
1 3.130045 0.03934426 -0.01311475 -0.008743169 1 0 2.549445 0 16.64134 0.0495 3.737670
1 4.962495 0.301504 0.01958727 0.0741518 1 8.5 4.100989 1 17.51062 0.0269 3.737670
1 3.754199 0.01639344 0.0796253 0.1147541 1 9 3.964615 0 16.78593 0.009 3.737670
1 4.069027 0.003418803 0.06495727 0.1094017 1 4.88 4.092677 0 17.09642 0.0025 3.737670
1 3.889777 0.03271984 -0.03680982 -0.03271984 1 7.5 3.226844 0 17.31202 0.0025 3.737670
1 4.345103 0.2023346 0.03501946 0.1024643 1 7.75 3.797734 1 17.21337 0.0025 3.737670
1 3.206803 0.02834008 -0.3603239 -0.3643725 1 0 0.4054651 0 16.5881 -0.0102 3.332205
1 3.446808 0.1496815 0.05732484 0.1019108 1 0 3.091042 0 16.44018 -0.0289 3.332205
1 3.610918 0.03243243 0.06756757 0.1054054 1 8 3.648057 1 16.70588 -0.0315 3.332205
1 4.092677 0.1986644 0.05342237 0.0851419 1 7.13 4.479607 1 16.64282 -0.0315 3.332205
1 3.526361 0.00882353 0.01176471 0.02058824 1 8.75 2.714695 1 16.95534 -0.0083 3.332205
1 4.524448 0.03469023 0.02710174 0.0639601 1 8.75 3.572346 1 17.32242 -0.0083 3.332205
1 3.490429 0.003048780 0.02134146 0.03353659 1 9 2.821379 1 16.95534 -0.0102 3.332205
1 4.469007 0.01260456 0.06646041 0.1111493 1 8.75 4.670021 0 17.19548 0.0383 3.637586
1 3.261935 0.01532567 0.09578544 0.1609195 1 7.63 3.538057 1 16.48274 0.0466 3.637586
1 3.104587 0.004484305 0.07174888 0.1031390 1 7.88 2.701361 0 16.53681 0.0098 3.637586
1 3.704999 0.1672817 0.007380074 0.03444034 1 0 4.978112 0 15.90118 0.0602 3.637586
1 2.687847 0.01360544 -0.1700680 -0.1836735 1 7 1.029619 0 16.01274 0.0061 3.637586
1 3.852804 0.02122016 0.02122016 0.01697613 1 8.75 3.768153 0 16.84201 0.0012 3.637586
1 4.573680 0.09391125 0.007223942 0.04231166 1 8.75 5.742683 0 17.21671 0.0098 3.637586
1 5.157675 0.02359576 0.02186924 0.0621547 1 9 5.017942 1 18.07904 0.0117 2.484907
1 2.970414 0.005128205 0.08205128 0.08717949 1 7 2.415914 0 16.51014 -0.0147 3.091042
1 3.417727 0.02622951 0.07540984 0.1180328 1 5.63 3.077312 0 16.70588 -0.0256 3.091042
1 3.927896 0.02755906 -0.01574803 -0.005905512 1 8.75 3.292126 0 17.31202 -0.0027 3.091042
1 3.250374 0.007751938 0.03488372 0.01550388 1 9 2.766319 0 16.75467 -0.0156 2.833213
1 4.751001 0.2152118 0.05790838 0.1132239 1 8.75 4.774069 1 16.72786 0.0048 2.833213
1 2.322388 0.0882353 0.04901961 0.0882353 1 4 2.302585 0 15.52026 0.0386 2.833213
1 3.427515 0.06168831 0.04220779 0.08116883 1 8.88 3.484312 0 16.52356 0.0324 2.833213
1 4.021774 0.2007168 0.0734767 0.1218638 1 9 3.332205 0 17.37371 0.0385 2.833213
1 4.384524 0.1533666 0.1483791 0.2256858 1 8.88 4.273884 0 17.51681 0.0418 2.833213
1 3.471966 0.05590062 -0.1180124 -0.121118 1 9 1.974081 0 16.90655 0.0164 3.258097
1 4.525044 0.1668472 0.0184182 0.05850488 1 8.75 3.086487 1 17.21337 0.0122 3.258097
1 3.758872 0.03263403 0.04195804 0.05594406 1 8.88 3.490429 0 16.81124 -0.002 3.258097
1 2.00148 0.01351351 -0.2972973 -0.2702703 1 0 0.8329091 1 15.60727 0.01 3.258097
1 4.268298 0.3193277 0.01540616 0.07002801 1 6 3.951244 1 16.99356 0.0221 3.258097
1 3.496508 0.00909091 0.02121212 0.02424242 1 8.88 2.653242 0 17.12970 0.0122 3.258097
1 5.167639 0.2541311 0.01481481 0.05242165 1 8.88 3.985273 1 17.72753 0.06240538 2.564949
1 4.249923 0.2995720 -0.02995720 0.007132668 1 8.88 2.549445 1 17.03439 0.0214 3.135494
1 4.18205 0.2946565 0.04122137 0.08244275 1 7.17 4.188138 1 16.4182 -0.112 2.564949
1 4.127134 0.01290323 -0.1096774 -0.1274194 1 9 1.163151 0 17.62217 0.001 3.091042
1 5.031744 0.2650131 0.02219321 0.1546997 1 8.75 4.645352 1 17.47907 0.0213 3.091042
1 3.233764 0.03546798 -0.1694581 -0.1655172 1 8.75 -0.9162907 0 16.87773 0.0094 3.135494
1 4.00369 0.2645985 -0.4343066 -0.3339416 1 7.5 0.6418539 0 17.50439 0.0187 3.433987
1 4.40391 0.4965146 0.1259631 0.1051730 1 5.5 3.437208 1 17.46799 0.0298 3.044522
1 1.902108 0.01492537 0.04477612 0.08955224 1 0 2.091864 0 15.68731 0.1166 3.044522
1 4.351567 0.1752577 0.01417526 0.05927835 1 8.75 3.292126 0 17.07361 0.0963 3.044522
1 4.730921 0.313933 0.007054674 0.0361552 1 8.88 4.48074 0 17.21671 0.1027 3.044522
1 3.306887 0.003663004 -0.1172161 -0.1135531 1 7.88 -1.609438 0 16.80119 0.0819 3.496508
1 3.505557 0.01201201 -0.1561562 -0.1561562 1 0 0.09531018 0 17.13333 -0.0157 3.367296
1 3.910021 0.01803607 -0.4509018 -0.4509018 1 8.83 -0.1053605 0 17.21671 -0.0327 3.688879
1 3.795489 0.01348315 -0.1078652 -0.1078652 1 8.88 -1.203973 0 17.21671 0.0168 4.248495
1 3.971235 0.1168709 0.04901037 0.09048068 1 8.88 4.032469 0 16.74670 0.0317 4.248495
1 4.330733 0.1552632 0.05657895 0.09473684 1 9 4.817859 1 17.25593 0.0116 4.248495
1 4.088494 0.01844091 -0.05532272 -0.0402347 1 8.75 3.508556 1 17.20834 0.0602 3.637586
1 3.825375 0.02181025 0.0348964 0.03707743 1 8.88 3.258097 0 17.22501 -0.0104 3.091042
1 4.122284 0.004862237 -0.03079416 -0.02755267 1 8.75 3.708682 1 17.21671 0.0102 2.833213
1 3.931826 0.009803922 -0.1176471 -0.1176471 1 6.67 -0.9162907 0 17.37086 0.0164 3.258097
